daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-18,BN,198,192,4,2
2020-06-18,CB,138,130,3,5
2020-06-18,CH,51,48,2,1
2020-06-18,LP,88,80,2,6
2020-06-18,OR,23,21,2,0
2020-06-18,PN,23,21,1,1
2020-06-18,PT,14,14,0,0
2020-06-18,SC,263,-42,4,301
2020-06-18,TJ,16,14,0,2
