daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-04-15,BN,0,0,0,0
2020-04-15,CB,2,2,0,0
2020-04-15,CH,0,0,0,0
2020-04-15,LP,10,10,0,0
2020-04-15,OR,7,0,0,7
2020-04-15,PN,0,0,0,0
2020-04-15,PT,0,0,0,0
2020-04-15,SC,25,24,1,0
2020-04-15,TJ,0,0,0,0
