daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-02,BN,1965,1859,98,8
2020-06-02,CB,786,683,39,64
2020-06-02,CH,29,13,2,14
2020-06-02,LP,614,333,32,249
2020-06-02,OR,218,129,15,74
2020-06-02,PN,14,2,1,11
2020-06-02,PT,93,64,1,28
2020-06-02,SC,7235,6208,184,843
2020-06-02,TJ,37,26,4,7
