daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-22,BN,66,50,7,9
2020-06-22,CB,61,54,7,0
2020-06-22,CH,0,-2,0,2
2020-06-22,LP,138,132,0,6
2020-06-22,OR,111,100,8,3
2020-06-22,PN,14,10,4,0
2020-06-22,PT,118,118,0,0
2020-06-22,SC,568,168,21,379
2020-06-22,TJ,29,25,0,4
