daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-09,BN,312,288,23,1
2020-05-09,CB,95,49,6,40
2020-05-09,CH,14,13,1,0
2020-05-09,LP,301,222,16,63
2020-05-09,OR,121,60,9,52
2020-05-09,PN,12,4,1,7
2020-05-09,PT,35,28,1,6
2020-05-09,SC,1537,1394,56,87
2020-05-09,TJ,10,7,1,2
