daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-04-07,BN,0,0,0,0
2020-04-07,CB,5,5,0,0
2020-04-07,CH,0,0,0,0
2020-04-07,LP,2,2,0,0
2020-04-07,OR,0,0,0,0
2020-04-07,PN,4,4,0,0
2020-04-07,PT,2,1,1,0
2020-04-07,SC,3,3,0,0
2020-04-07,TJ,0,0,0,0
