daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-01,BN,83,80,3,0
2020-05-01,CB,80,49,6,25
2020-05-01,CH,4,4,0,0
2020-05-01,LP,221,179,15,27
2020-05-01,OR,107,91,6,10
2020-05-01,PN,12,5,1,6
2020-05-01,PT,26,23,1,2
2020-05-01,SC,693,595,34,64
2020-05-01,TJ,3,3,0,0
