daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-28,BN,1506,1414,84,8
2020-05-28,CB,419,340,19,60
2020-05-28,CH,25,12,2,11
2020-05-28,LP,423,163,26,234
2020-05-28,OR,159,74,13,72
2020-05-28,PN,13,5,1,7
2020-05-28,PT,46,25,1,20
2020-05-28,SC,5774,5311,144,319
2020-05-28,TJ,22,12,3,7
