daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-04-12,BN,0,0,0,0
2020-04-12,CB,3,3,0,0
2020-04-12,CH,0,0,0,0
2020-04-12,LP,8,6,2,0
2020-04-12,OR,2,1,1,0
2020-04-12,PN,0,0,0,0
2020-04-12,PT,0,0,0,0
2020-04-12,SC,16,16,0,0
2020-04-12,TJ,1,1,0,0
