daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-03,BN,136,128,6,2
2020-06-03,CB,65,59,6,0
2020-06-03,CH,2,2,0,0
2020-06-03,LP,21,16,3,2
2020-06-03,OR,4,3,1,0
2020-06-03,PN,9,8,1,0
2020-06-03,PT,5,3,2,0
2020-06-03,SC,402,192,5,205
2020-06-03,TJ,3,3,0,0
