daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-09,BN,127,124,2,1
2020-06-09,CB,69,67,2,0
2020-06-09,CH,0,0,0,0
2020-06-09,LP,28,24,0,4
2020-06-09,OR,14,11,0,3
2020-06-09,PN,29,28,1,0
2020-06-09,PT,12,11,1,0
2020-06-09,SC,413,384,6,23
2020-06-09,TJ,3,3,0,0
