daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-05,BN,2428,2299,114,15
2020-06-05,CB,960,838,51,71
2020-06-05,CH,38,22,2,14
2020-06-05,LP,692,391,38,263
2020-06-05,OR,247,154,19,74
2020-06-05,PN,23,10,2,11
2020-06-05,PT,147,113,3,31
2020-06-05,SC,8144,6697,194,1253
2020-06-05,TJ,49,38,4,7
