daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-01,BN,16,14,2,0
2020-05-01,CB,0,0,0,0
2020-05-01,CH,1,1,0,0
2020-05-01,LP,3,3,0,0
2020-05-01,OR,5,5,0,0
2020-05-01,PN,0,0,0,0
2020-05-01,PT,0,0,0,0
2020-05-01,SC,37,21,2,14
2020-05-01,TJ,0,0,0,0
