daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-14,BN,73,67,6,0
2020-05-14,CB,22,22,0,0
2020-05-14,CH,0,0,0,0
2020-05-14,LP,3,-5,0,8
2020-05-14,OR,4,-3,0,7
2020-05-14,PN,0,0,0,0
2020-05-14,PT,0,0,0,0
2020-05-14,SC,122,116,4,2
2020-05-14,TJ,0,0,0,0
