daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-04-21,BN,0,-1,1,0
2020-04-21,CB,1,1,0,0
2020-04-21,CH,0,0,0,0
2020-04-21,LP,3,3,0,0
2020-04-21,OR,0,0,0,0
2020-04-21,PN,0,0,0,0
2020-04-21,PT,0,0,0,0
2020-04-21,SC,7,5,2,0
2020-04-21,TJ,0,0,0,0
