daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-04-23,BN,0,0,0,0
2020-04-23,CB,3,3,0,0
2020-04-23,CH,1,1,0,0
2020-04-23,LP,10,10,0,0
2020-04-23,OR,3,3,0,0
2020-04-23,PN,0,0,0,0
2020-04-23,PT,0,0,0,0
2020-04-23,SC,14,11,3,0
2020-04-23,TJ,0,0,0,0
