daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-18,BN,30,29,1,0
2020-05-18,CB,4,3,1,0
2020-05-18,CH,0,0,0,0
2020-05-18,LP,7,1,1,5
2020-05-18,OR,2,-2,0,4
2020-05-18,PN,0,0,0,0
2020-05-18,PT,1,1,0,0
2020-05-18,SC,131,129,1,1
2020-05-18,TJ,0,-1,1,0
