daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-29,BN,70,68,2,0
2020-05-29,CB,69,67,2,0
2020-05-29,CH,0,0,0,0
2020-05-29,LP,21,17,1,3
2020-05-29,OR,7,7,0,0
2020-05-29,PN,1,-3,0,4
2020-05-29,PT,2,2,0,0
2020-05-29,SC,172,166,2,4
2020-05-29,TJ,2,2,0,0
