daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-19,BN,98,92,6,0
2020-05-19,CB,18,12,1,5
2020-05-19,CH,0,0,0,0
2020-05-19,LP,13,9,1,3
2020-05-19,OR,1,1,0,0
2020-05-19,PN,0,0,0,0
2020-05-19,PT,0,0,0,0
2020-05-19,SC,88,60,7,21
2020-05-19,TJ,0,-1,0,1
