daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-03,BN,2101,1987,104,10
2020-06-03,CB,851,742,45,64
2020-06-03,CH,31,15,2,14
2020-06-03,LP,635,349,35,251
2020-06-03,OR,222,132,16,74
2020-06-03,PN,23,10,2,11
2020-06-03,PT,98,67,3,28
2020-06-03,SC,7637,6400,189,1048
2020-06-03,TJ,40,29,4,7
