daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-13,BN,2944,2750,148,46
2020-06-13,CB,1537,1386,75,76
2020-06-13,CH,100,82,3,15
2020-06-13,LP,1064,715,45,304
2020-06-13,OR,369,259,25,85
2020-06-13,PN,267,249,6,12
2020-06-13,PT,295,253,8,34
2020-06-13,SC,11154,8699,270,2185
2020-06-13,TJ,112,96,5,11
