daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-26,BN,14,7,6,1
2020-06-26,CB,263,253,4,6
2020-06-26,CH,54,53,0,1
2020-06-26,LP,207,203,1,3
2020-06-26,OR,71,71,0,0
2020-06-26,PN,49,47,2,0
2020-06-26,PT,1,1,0,0
2020-06-26,SC,222,-173,8,387
2020-06-26,TJ,39,39,0,0
