daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-04-13,BN,0,0,0,0
2020-04-13,CB,54,50,4,0
2020-04-13,CH,1,1,0,0
2020-04-13,LP,80,69,11,0
2020-04-13,OR,14,11,2,1
2020-04-13,PN,11,11,0,0
2020-04-13,PT,15,14,1,0
2020-04-13,SC,177,163,10,4
2020-04-13,TJ,2,2,0,0
