daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-10,BN,314,290,23,1
2020-05-10,CB,104,58,6,40
2020-05-10,CH,15,14,1,0
2020-05-10,LP,309,226,16,67
2020-05-10,OR,124,58,9,57
2020-05-10,PN,12,4,1,7
2020-05-10,PT,35,26,2,7
2020-05-10,SC,1633,1482,59,92
2020-05-10,TJ,10,7,1,2
