daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-04-18,BN,0,0,0,0
2020-04-18,CB,0,0,0,0
2020-04-18,CH,0,0,0,0
2020-04-18,LP,6,6,0,0
2020-04-18,OR,3,3,0,0
2020-04-18,PN,0,-1,1,0
2020-04-18,PT,0,0,0,0
2020-04-18,SC,18,18,0,0
2020-04-18,TJ,0,0,0,0
