daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-02,BN,108,107,1,0
2020-05-02,CB,1,1,0,0
2020-05-02,CH,0,0,0,0
2020-05-02,LP,15,8,0,7
2020-05-02,OR,4,-14,0,18
2020-05-02,PN,0,0,0,0
2020-05-02,PT,0,0,0,0
2020-05-02,SC,113,109,4,0
2020-05-02,TJ,0,0,0,0
