daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-04-02,BN,0,0,0,0
2020-04-02,CB,22,22,0,0
2020-04-02,CH,1,1,0,0
2020-04-02,LP,19,15,4,0
2020-04-02,OR,8,8,0,0
2020-04-02,PN,6,6,0,0
2020-04-02,PT,5,5,0,0
2020-04-02,SC,70,65,5,0
2020-04-02,TJ,1,1,0,0
