daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-02,BN,80,74,6,0
2020-06-02,CB,72,63,5,4
2020-06-02,CH,1,1,0,0
2020-06-02,LP,59,57,1,1
2020-06-02,OR,8,6,1,1
2020-06-02,PN,0,0,0,0
2020-06-02,PT,23,23,0,0
2020-06-02,SC,217,42,20,155
2020-06-02,TJ,0,0,0,0
