daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-04-29,BN,4,4,0,0
2020-04-29,CB,1,1,0,0
2020-04-29,CH,0,0,0,0
2020-04-29,LP,14,14,0,0
2020-04-29,OR,10,8,2,0
2020-04-29,PN,0,0,0,0
2020-04-29,PT,0,0,0,0
2020-04-29,SC,28,26,2,0
2020-04-29,TJ,0,0,0,0
