daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-16,BN,2994,2783,163,48
2020-06-16,CB,1915,1749,88,78
2020-06-16,CH,129,106,8,15
2020-06-16,LP,1254,882,50,322
2020-06-16,OR,400,281,30,89
2020-06-16,PN,315,295,8,12
2020-06-16,PT,361,317,9,35
2020-06-16,SC,12366,8926,298,3142
2020-06-16,TJ,149,133,5,11
