daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-10,BN,2778,2613,131,34
2020-06-10,CB,1297,1169,57,71
2020-06-10,CH,61,44,3,14
2020-06-10,LP,842,517,40,285
2020-06-10,OR,305,199,24,82
2020-06-10,PN,130,114,4,12
2020-06-10,PT,205,168,6,31
2020-06-10,SC,9594,7629,243,1722
2020-06-10,TJ,69,55,4,10
