daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-13,BN,17,6,9,2
2020-06-13,CB,96,87,9,0
2020-06-13,CH,15,15,0,0
2020-06-13,LP,81,66,2,13
2020-06-13,OR,11,10,1,0
2020-06-13,PN,29,29,0,0
2020-06-13,PT,21,18,0,3
2020-06-13,SC,618,295,5,318
2020-06-13,TJ,25,24,0,1
