daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-11,BN,31,24,6,1
2020-06-11,CB,72,64,3,5
2020-06-11,CH,13,12,0,1
2020-06-11,LP,90,84,2,4
2020-06-11,OR,29,26,0,3
2020-06-11,PN,45,43,2,0
2020-06-11,PT,63,62,1,0
2020-06-11,SC,533,429,7,97
2020-06-11,TJ,8,8,0,0
