daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-19,BN,679,628,47,4
2020-05-19,CB,246,180,11,55
2020-05-19,CH,17,14,2,1
2020-05-19,LP,355,160,21,174
2020-05-19,OR,138,59,9,70
2020-05-19,PN,12,4,1,7
2020-05-19,PT,39,27,1,11
2020-05-19,SC,2982,2679,95,208
2020-05-19,TJ,13,8,2,3
