daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-17,BN,551,507,40,4
2020-05-17,CB,224,165,9,50
2020-05-17,CH,17,14,2,1
2020-05-17,LP,335,150,19,166
2020-05-17,OR,135,60,9,66
2020-05-17,PN,12,4,1,7
2020-05-17,PT,38,26,1,11
2020-05-17,SC,2763,2490,87,186
2020-05-17,TJ,13,10,1,2
