daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-04-12,BN,0,0,0,0
2020-04-12,CB,52,48,4,0
2020-04-12,CH,1,1,0,0
2020-04-12,LP,73,63,10,0
2020-04-12,OR,13,10,2,1
2020-04-12,PN,11,11,0,0
2020-04-12,PT,15,14,1,0
2020-04-12,SC,163,153,10,0
2020-04-12,TJ,2,2,0,0
