daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-04-29,BN,67,66,1,0
2020-04-29,CB,80,52,6,22
2020-04-29,CH,3,3,0,0
2020-04-29,LP,202,161,15,26
2020-04-29,OR,102,86,6,10
2020-04-29,PN,12,5,1,6
2020-04-29,PT,26,23,1,2
2020-04-29,SC,615,542,29,44
2020-04-29,TJ,3,3,0,0
