daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-04,BN,2278,2155,109,14
2020-06-04,CB,898,778,49,71
2020-06-04,CH,32,16,2,14
2020-06-04,LP,661,371,36,254
2020-06-04,OR,238,146,18,74
2020-06-04,PN,23,10,2,11
2020-06-04,PT,119,88,3,28
2020-06-04,SC,7952,6575,192,1185
2020-06-04,TJ,44,33,4,7
