daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-10,BN,86,73,5,8
2020-06-10,CB,66,66,0,0
2020-06-10,CH,18,17,1,0
2020-06-10,LP,38,27,2,9
2020-06-10,OR,17,9,3,5
2020-06-10,PN,36,36,0,0
2020-06-10,PT,5,3,2,0
2020-06-10,SC,370,309,12,49
2020-06-10,TJ,1,1,0,0
