daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-08,BN,2565,2416,124,25
2020-06-08,CB,1162,1036,55,71
2020-06-08,CH,43,27,2,14
2020-06-08,LP,776,466,38,272
2020-06-08,OR,274,179,21,74
2020-06-08,PN,65,50,3,12
2020-06-08,PT,188,154,3,31
2020-06-08,SC,8811,6936,225,1650
2020-06-08,TJ,65,51,4,10
