daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-06,BN,0,-1,1,0
2020-05-06,CB,0,0,0,0
2020-05-06,CH,0,0,0,0
2020-05-06,LP,7,4,0,3
2020-05-06,OR,0,-8,0,8
2020-05-06,PN,0,0,0,0
2020-05-06,PT,0,0,0,0
2020-05-06,SC,77,71,6,0
2020-05-06,TJ,0,0,0,0
