daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-07,BN,2511,2368,121,22
2020-06-07,CB,1097,974,52,71
2020-06-07,CH,39,23,2,14
2020-06-07,LP,754,444,38,272
2020-06-07,OR,260,165,21,74
2020-06-07,PN,65,50,3,12
2020-06-07,PT,183,149,3,31
2020-06-07,SC,8676,6875,221,1580
2020-06-07,TJ,58,44,4,10
