daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-23,BN,3785,3513,199,73
2020-06-23,CB,2775,2555,125,95
2020-06-23,CH,382,339,22,21
2020-06-23,LP,1966,1551,64,351
2020-06-23,OR,675,529,46,100
2020-06-23,PN,505,475,16,14
2020-06-23,PT,560,510,15,35
2020-06-23,SC,15442,9502,351,5589
2020-06-23,TJ,299,269,8,22
