daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-16,BN,3,0,0,3
2020-05-16,CB,18,13,0,5
2020-05-16,CH,1,1,0,0
2020-05-16,LP,5,-51,0,56
2020-05-16,OR,1,0,0,1
2020-05-16,PN,0,0,0,0
2020-05-16,PT,0,-4,0,4
2020-05-16,SC,221,172,1,48
2020-05-16,TJ,0,0,0,0
