daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-04-30,BN,67,66,1,0
2020-04-30,CB,80,49,6,25
2020-04-30,CH,3,3,0,0
2020-04-30,LP,218,176,15,27
2020-04-30,OR,102,86,6,10
2020-04-30,PN,12,5,1,6
2020-04-30,PT,26,23,1,2
2020-04-30,SC,656,574,32,50
2020-04-30,TJ,3,3,0,0
