daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-01,BN,76,76,0,0
2020-06-01,CB,103,92,11,0
2020-06-01,CH,2,2,0,0
2020-06-01,LP,48,41,3,4
2020-06-01,OR,6,6,0,0
2020-06-01,PN,0,0,0,0
2020-06-01,PT,2,2,0,0
2020-06-01,SC,307,145,15,147
2020-06-01,TJ,5,4,1,0
