daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-22,BN,1015,945,66,4
2020-05-22,CB,285,219,11,55
2020-05-22,CH,19,6,2,11
2020-05-22,LP,381,174,23,184
2020-05-22,OR,143,60,13,70
2020-05-22,PN,12,4,1,7
2020-05-22,PT,41,29,1,11
2020-05-22,SC,3665,3327,111,227
2020-05-22,TJ,18,10,2,6
