daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-19,BN,147,142,4,1
2020-06-19,CB,123,114,1,8
2020-06-19,CH,11,8,3,0
2020-06-19,LP,83,80,1,2
2020-06-19,OR,16,14,2,0
2020-06-19,PN,16,16,0,0
2020-06-19,PT,15,14,1,0
2020-06-19,SC,551,206,6,339
2020-06-19,TJ,15,15,0,0
