daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-07,BN,39,30,3,6
2020-06-07,CB,75,75,0,0
2020-06-07,CH,0,0,0,0
2020-06-07,LP,17,14,0,3
2020-06-07,OR,4,4,0,0
2020-06-07,PN,18,16,1,1
2020-06-07,PT,12,12,0,0
2020-06-07,SC,120,-61,7,174
2020-06-07,TJ,0,0,0,0
