daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-24,BN,3887,3604,203,80
2020-06-24,CB,2920,2690,130,100
2020-06-24,CH,422,374,26,22
2020-06-24,LP,2161,1736,65,360
2020-06-24,OR,699,547,46,106
2020-06-24,PN,507,475,18,14
2020-06-24,PT,576,521,15,40
2020-06-24,SC,15984,9573,365,6046
2020-06-24,TJ,331,296,8,27
