daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-09,BN,2692,2540,126,26
2020-06-09,CB,1231,1103,57,71
2020-06-09,CH,43,27,2,14
2020-06-09,LP,804,490,38,276
2020-06-09,OR,288,190,21,77
2020-06-09,PN,94,78,4,12
2020-06-09,PT,200,165,4,31
2020-06-09,SC,9224,7320,231,1673
2020-06-09,TJ,68,54,4,10
