daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-26,BN,1242,1157,77,8
2020-05-26,CB,345,267,18,60
2020-05-26,CH,22,9,2,11
2020-05-26,LP,410,167,24,219
2020-05-26,OR,153,68,13,72
2020-05-26,PN,13,5,1,7
2020-05-26,PT,44,23,1,20
2020-05-26,SC,4888,4480,135,273
2020-05-26,TJ,19,9,3,7
