daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-17,BN,3128,2914,163,51
2020-06-17,CB,2041,1866,94,81
2020-06-17,CH,134,110,9,15
2020-06-17,LP,1298,923,51,324
2020-06-17,OR,420,295,32,93
2020-06-17,PN,386,363,11,12
2020-06-17,PT,378,334,9,35
2020-06-17,SC,12725,9043,303,3379
2020-06-17,TJ,175,156,7,12
