daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-13,BN,47,44,3,0
2020-05-13,CB,18,17,1,0
2020-05-13,CH,0,0,0,0
2020-05-13,LP,3,-16,2,17
2020-05-13,OR,0,-1,0,1
2020-05-13,PN,0,0,0,0
2020-05-13,PT,0,0,0,0
2020-05-13,SC,116,100,8,8
2020-05-13,TJ,0,0,0,0
