daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-14,BN,10,6,4,0
2020-06-14,CB,186,183,3,0
2020-06-14,CH,2,1,1,0
2020-06-14,LP,85,71,4,10
2020-06-14,OR,9,8,1,0
2020-06-14,PN,19,19,0,0
2020-06-14,PT,36,36,0,0
2020-06-14,SC,270,-78,13,335
2020-06-14,TJ,0,0,0,0
