daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-05,BN,212,205,7,0
2020-05-05,CB,82,43,6,33
2020-05-05,CH,6,5,1,0
2020-05-05,LP,253,191,16,46
2020-05-05,OR,113,78,7,28
2020-05-05,PN,12,5,1,6
2020-05-05,PT,35,28,1,6
2020-05-05,SC,1083,971,44,68
2020-05-05,TJ,6,5,1,0
