daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-16,BN,551,508,39,4
2020-05-16,CB,214,155,9,50
2020-05-16,CH,16,13,2,1
2020-05-16,LP,333,157,19,157
2020-05-16,OR,133,58,9,66
2020-05-16,PN,12,4,1,7
2020-05-16,PT,36,24,1,11
2020-05-16,SC,2518,2259,84,175
2020-05-16,TJ,13,10,1,2
