daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-06-27,BN,3975,3666,214,95
2020-06-27,CB,3416,3128,150,138
2020-06-27,CH,578,525,30,23
2020-06-27,LP,2774,2324,74,376
2020-06-27,OR,794,629,55,110
2020-06-27,PN,567,530,23,14
2020-06-27,PT,603,546,17,40
2020-06-27,SC,17455,9727,396,7332
2020-06-27,TJ,514,473,11,30
