daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-06-08,BN,54,48,3,3
2020-06-08,CB,65,62,3,0
2020-06-08,CH,4,4,0,0
2020-06-08,LP,22,22,0,0
2020-06-08,OR,14,14,0,0
2020-06-08,PN,0,0,0,0
2020-06-08,PT,5,5,0,0
2020-06-08,SC,135,61,4,70
2020-06-08,TJ,7,7,0,0
