daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-25,BN,1142,1063,72,7
2020-05-25,CB,339,266,18,55
2020-05-25,CH,22,9,2,11
2020-05-25,LP,403,169,24,210
2020-05-25,OR,151,66,13,72
2020-05-25,PN,13,5,1,7
2020-05-25,PT,44,23,1,20
2020-05-25,SC,4527,4141,128,258
2020-05-25,TJ,19,10,2,7
