daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-22,BN,113,104,9,0
2020-05-22,CB,19,19,0,0
2020-05-22,CH,0,-7,0,7
2020-05-22,LP,6,2,1,3
2020-05-22,OR,2,1,1,0
2020-05-22,PN,0,0,0,0
2020-05-22,PT,0,0,0,0
2020-05-22,SC,251,245,4,2
2020-05-22,TJ,1,-1,0,2
