daily_fecha,daily_depto,daily_delta_confirmados,daily_delta_activos,daily_delta_decesos,daily_delta_recuperados
2020-05-08,BN,81,77,3,1
2020-05-08,CB,8,1,0,7
2020-05-08,CH,0,0,0,0
2020-05-08,LP,23,17,0,6
2020-05-08,OR,1,-2,0,3
2020-05-08,PN,0,-1,0,1
2020-05-08,PT,0,0,0,0
2020-05-08,SC,69,68,1,0
2020-05-08,TJ,3,3,0,0
