daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-11,BN,389,363,25,1
2020-05-11,CB,109,58,6,45
2020-05-11,CH,15,12,2,1
2020-05-11,LP,313,228,17,68
2020-05-11,OR,124,58,9,57
2020-05-11,PN,12,4,1,7
2020-05-11,PT,36,28,1,7
2020-05-11,SC,1823,1652,60,111
2020-05-11,TJ,10,7,1,2
