daily_fecha,daily_depto,daily_total_confirmados,daily_total_activos,daily_total_decesos,daily_total_recuperados
2020-05-03,BN,212,206,6,0
2020-05-03,CB,81,50,6,25
2020-05-03,CH,4,4,0,0
2020-05-03,LP,241,188,15,38
2020-05-03,OR,111,76,7,28
2020-05-03,PN,12,5,1,6
2020-05-03,PT,26,23,1,2
2020-05-03,SC,904,797,40,67
2020-05-03,TJ,3,3,0,0
